articles, window: 1800, thirds margin: 0.00351643235977
articles, window: 6900, thirds margin: 0.00692680528579
articles, window: 1800, thirds margin: 0.00351643235977
articles, window: 5700, thirds margin: 0.00635147516368
articles, window: 12300, thirds margin: 0.00895500060589
articles, window: 8400, thirds margin: 0.00757885601483
articles, window: 10500, thirds margin: 0.00831899554377
articles, window: 7800, thirds margin: 0.00732757386975
articles, window: 3900, thirds margin: 0.00530360760805
articles, window: 14100, thirds margin: 0.00949257199733
articles, window: 7800, thirds margin: 0.00732757386975
articles, window: 9900, thirds margin: 0.00809484087652
articles, window: 15900, thirds margin: 0.010026510701
articles, window: 6600, thirds margin: 0.00678430228505
articles, window: 9600, thirds margin: 0.00799122246174
articles, window: 1200, thirds margin: 0.00274876358977
articles, window: 19200, thirds margin: 0.0108493054326
articles, window: 18600, thirds margin: 0.0107163692246
articles, window: 15300, thirds margin: 0.00986946492358
articles, window: 18000, thirds margin: 0.0105884166667
articles, window: 11700, thirds margin: 0.00874260880614
articles, window: 4800, thirds margin: 0.00588061343241
articles, window: 16200, thirds margin: 0.0100850850566
articles, window: 2400, thirds margin: 0.0041591735096
articles, window: 3600, thirds margin: 0.00508929237731
articles, window: 9900, thirds margin: 0.00809484087652
articles, window: 2400, thirds margin: 0.0041591735096
articles, window: 9000, thirds margin: 0.00781337940241
articles, window: 14100, thirds margin: 0.00949257199733
articles, window: 9300, thirds margin: 0.00790464094224
articles, window: 21000, thirds margin: 0.0112302885395
articles, window: 14400, thirds margin: 0.00958378480005
articles, window: 600, thirds margin: 0.0017181812164
articles, window: 17700, thirds margin: 0.0105294065082
articles, window: 9000, thirds margin: 0.00781337940241
articles, window: 3600, thirds margin: 0.00508929237731
articles, window: 12900, thirds margin: 0.00911740574205
articles, window: 2700, thirds margin: 0.00441636768438
articles, window: 18000, thirds margin: 0.0105884166667
articles, window: 6600, thirds margin: 0.00678430228505
articles, window: 7200, thirds margin: 0.00707651321068
articles, window: 9900, thirds margin: 0.00809484087652
articles, window: 12300, thirds margin: 0.00895500060589
articles, window: 12300, thirds margin: 0.00895500060589
articles, window: 16500, thirds margin: 0.0101687138274
articles, window: 12600, thirds margin: 0.00905025075921
articles, window: 15600, thirds margin: 0.00994251962965
articles, window: 15600, thirds margin: 0.00994251962965
articles, window: 2700, thirds margin: 0.00441636768438
articles, window: 20400, thirds margin: 0.0110968904257
articles, window: 16500, thirds margin: 0.0101687138274
articles, window: 16800, thirds margin: 0.0102679698625
articles, window: 6000, thirds margin: 0.00650124931331
articles, window: 1800, thirds margin: [ 0.01151381  0.01151381  0.01151381 ...,  0.01151381  0.01151381
  0.01151381]
articles, window: 1800, thirds margin: 0.00350604951128
articles, window: 1800, thirds margin: 0.00350604951128
articles, window: 7200, thirds margin: 0.00701776788832
articles, window: 7200, thirds margin: 0.00701776788832
articles, window: 7200, thirds margin: 0.00701776788832
articles, window: 7200, thirds margin: 0.00701776788832
articles, window: 7200, thirds margin: 0.0102257276126
articles, window: 7200, thirds margin: 0.0102257276126
articles, window: 7200, thirds margin: 0.0102257276126
articles, window: 7200, thirds margin: 0.0102257276126
articles, window: 7200, thirds margin: 0.00701776788832
articles, window: 1800, thirds margin: 0.00350604951128
articles, window: 1800, thirds margin: 0.00350604951128
articles, window: 1800, thirds margin: 0.00533668058034
articles, window: 1800, thirds margin: 0.00191012058394
articles, window: 1800, thirds margin: 0.00347793950513
articles, window: 21600, thirds margin: 0.0131390310296
articles, window: 43200, thirds margin: 0.0172873101043
tweets, window: 1800, thirds margin: 2.93521219441e-05
tweets, window: 3600, thirds margin: 0.0204072230792
tweets, window: 3600, thirds margin: 1.06572072122e-06
conversations, window: 900, thirds margin: 0.00545932394359
tweets, window: 1800, thirds margin: 2.93521219441e-05
tweets, window: 3600, thirds margin: 1.59258561472e-05
tweets, window: 1800, thirds margin: 0.000814708501094
tweets, window: 10800, thirds margin: 0.0178206242684
tweets, window: 10800, thirds margin: 0.0178206242684
tweets, window: 3600, thirds margin: 0.0328480684202
tweets, window: 3600, thirds margin: -0.0152696650097
tweets, window: 3600, thirds margin: -0.0152696650097
tweets, window: 10800, thirds margin: 0.0178206242684
articles, window: 1800, thirds margin: 0.00370865672927
articles, window: 1800, thirds margin: 0.00370865672927
articles, window: 1800, thirds margin: 0.00370865672927
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
articles, window: 1800, thirds margin: 0.00397225840111
